terrai_nome;etnia_nome;municipio_nome;uf_sigla;superficie_perimetro_ha;fase_ti;modalidade_ti;reestudo_ti;faixa_fronteira;NU_ANO_CENSO;NO_REGIAO;SG_UF;CO_MUNICIPIO;NO_MUNICIPIO;NO_CATEGORIA;Total -educacao infantil;Creche;Pré-Escola;Total - findamental;Anos Iniciais fundamental;Anos Finais -fundamental;Ensino Médio;Educação Profissional;Educação de Jovens e Adultos (EJA);Educação Especial
Sete Cerros;Guarani Nhandeva,Guarani Kaiowá;Paranhos;MS;8584,7213;Homologada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5006358.0;Paranhos;Urbana;100;100;100;97,6;96,2;100;95,3;--;100;87,5
Sete Cerros;Guarani Nhandeva,Guarani Kaiowá;Paranhos;MS;8584,7213;Homologada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5006358.0;Paranhos;Rural;4,5;--;4,5;38,9;23,3;64,4;--;--;--;--
Sissaíma;Múra;Careiro da Várzea;AM;8780;Declarada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1301159.0;Careiro da Várzea;Total;97,3;100;97;94,3;89,5;96,4;100;100;96,9;--
Sissaíma;Múra;Careiro da Várzea;AM;8780;Declarada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1301159.0;Careiro da Várzea;Urbana;100;100;100;96,3;93,5;96,8;100;100;100;--
Sissaíma;Múra;Careiro da Várzea;AM;8780;Declarada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1301159.0;Careiro da Várzea;Rural;95,8;100;95,5;94;88,4;96,4;100;--;94,9;--
Sombrerito;Guarani Nhandeva;Sete Quedas;MS;12608;Declarada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5007703.0;Sete Quedas;Total;100;100;100;96,9;95,8;98,5;96,4;--;90,9;100
Sombrerito;Guarani Nhandeva;Sete Quedas;MS;12608;Declarada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5007703.0;Sete Quedas;Urbana;100;100;100;98,9;100;98,4;96,4;--;90,9;100
Sombrerito;Guarani Nhandeva;Sete Quedas;MS;12608;Declarada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5007703.0;Sete Quedas;Rural;--;--;--;66,7;60;100;--;--;--;--
Sucuba;Makuxí;Alto Alegre;RR;5983,0271;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400050.0;Alto Alegre;Total;64,3;71,4;59,5;59,2;65;56,8;79,8;--;69,2;--
Sucuba;Makuxí;Alto Alegre;RR;5983,0271;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400050.0;Alto Alegre;Urbana;87;91,7;76,9;84,1;74,2;93,8;90,6;--;92,3;--
Sucuba;Makuxí;Alto Alegre;RR;5983,0271;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400050.0;Alto Alegre;Rural;48,5;44,4;50;51,5;60,9;48,2;75,3;--;63,5;--
Sucuba;Makuxí;Alto Alegre;RR;5983,0271;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sudeste;SP;3501103.0;Alto Alegre;Total;66,7;33,3;100;100;100;100;92;--;--;100
Sucuba;Makuxí;Alto Alegre;RR;5983,0271;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sudeste;SP;3501103.0;Alto Alegre;Urbana;66,7;33,3;100;100;100;100;92;--;--;100
Sucuba;Makuxí;Alto Alegre;RR;5983,0271;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;RS;4300554.0;Alto Alegre;Total;100;100;100;96;90,9;100;100;--;--;--
Sucuba;Makuxí;Alto Alegre;RR;5983,0271;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;RS;4300554.0;Alto Alegre;Urbana;100;100;100;100;100;100;100;--;--;--
Sucuba;Makuxí;Alto Alegre;RR;5983,0271;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;RS;4300554.0;Alto Alegre;Rural;--;--;--;90;80;100;--;--;--;--
Sucuriy;Guarani Kaiowá;Maracaju;MS;535,1047;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5005400.0;Maracaju;Total;82,5;92,5;71,7;89,4;85,3;93,6;96,2;93,3;90;92,9
Sucuriy;Guarani Kaiowá;Maracaju;MS;535,1047;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5005400.0;Maracaju;Urbana;83,8;92,5;73,5;89,7;85,8;94,6;96,2;93,3;90;92,9
Sucuriy;Guarani Kaiowá;Maracaju;MS;535,1047;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5005400.0;Maracaju;Rural;50;--;50;81,3;60;78,6;--;--;--;--
São Francisco do Canimari;Tikúna;Amaturá;AM;3331,2208;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300060.0;Amaturá;Total;73,8;64,3;78,6;78,1;76,9;78,4;95,1;100;84,5;--
São Francisco do Canimari;Tikúna;Amaturá;AM;3331,2208;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300060.0;Amaturá;Urbana;87,5;80;100;100;100;100;100;--;100;--
São Francisco do Canimari;Tikúna;Amaturá;AM;3331,2208;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300060.0;Amaturá;Rural;65,4;25;72,7;63,7;61,8;67,6;93,3;100;67,9;--
São Jeronimo;Xetá,Guaraní,Kaingang;São Jerônimo da Serra;PR;1339,3364;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;PR;4124707.0;São Jerônimo da Serra;Total;78,3;87,5;74,4;82;75;86,6;95,8;--;100;100
São Jeronimo;Xetá,Guaraní,Kaingang;São Jerônimo da Serra;PR;1339,3364;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;PR;4124707.0;São Jerônimo da Serra;Urbana;85,7;87,5;84,4;94,4;93,9;95,1;100;--;100;100
São Jeronimo;Xetá,Guaraní,Kaingang;São Jerônimo da Serra;PR;1339,3364;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;PR;4124707.0;São Jerônimo da Serra;Rural;45,5;--;45,5;64;40,7;76,5;71,4;--;--;--
São Leopoldo;Tikúna;Benjamin Constant;AM;69270,5409;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AM;1300607.0;Benjamin Constant;Total;65;65,7;64,3;79,1;76,1;82;91,4;81,3;97,8;--
São Leopoldo;Tikúna;Benjamin Constant;AM;69270,5409;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AM;1300607.0;Benjamin Constant;Urbana;94,4;94,1;92,3;94,8;94,6;95;100;81,3;97,7;--
São Leopoldo;Tikúna;Benjamin Constant;AM;69270,5409;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AM;1300607.0;Benjamin Constant;Rural;39,7;38,9;40;67,2;59,8;73,8;86;--;100;--
São Marcos - MT;Xavante;Barra do Garças;MT;188478,26;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5101803.0;Barra do Garças;Total;75,9;86,9;69,2;84,4;89,4;82;91,3;100;90,7;100
São Marcos - MT;Xavante;Barra do Garças;MT;188478,26;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5101803.0;Barra do Garças;Urbana;88,7;86,9;88,1;98,1;97,8;97,9;96,4;100;92,7;100
São Marcos - MT;Xavante;Barra do Garças;MT;188478,26;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5101803.0;Barra do Garças;Rural;21,2;--;21,2;43,8;42,9;44,5;64,5;--;50;--
São Pedro;Múra;Autazes;AM;726,1805;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Total;90;100;88,6;90,3;89,4;92,1;98,6;90;100;--
São Pedro;Múra;Autazes;AM;726,1805;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Urbana;94,3;100;92;98,3;96,9;100;100;90;100;--
São Pedro;Múra;Autazes;AM;726,1805;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1300300.0;Autazes;Rural;86,7;--;86,7;85,5;84,2;88,2;97,5;--;100;--
São Pedro do Sepatini;Apurinã;Lábrea;AM;27644,2488;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302405.0;Lábrea;Total;67,9;62,5;71,8;60,3;56,2;64,3;98,2;100;71,2;--
São Pedro do Sepatini;Apurinã;Lábrea;AM;27644,2488;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302405.0;Lábrea;Urbana;68;62,5;72,2;83,8;73,3;97,4;100;100;100;--
São Pedro do Sepatini;Apurinã;Lábrea;AM;27644,2488;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1302405.0;Lábrea;Rural;66,7;--;66,7;35,5;30,7;40;95,9;--;32;--
São Sebastião;Kokama,Kaixana;Tonantins;AM;61058,5408;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1304237.0;Tonantins;Total;28,1;27,8;28,9;56,2;52,7;59,4;100;100;53,8;0
São Sebastião;Kokama,Kaixana;Tonantins;AM;61058,5408;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1304237.0;Tonantins;Urbana;50;40;56,3;87,1;79,8;95,4;100;100;94,9;--
São Sebastião;Kokama,Kaixana;Tonantins;AM;61058,5408;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1304237.0;Tonantins;Rural;1,7;0;2;24;7,1;32,2;100;--;14,6;0
Tabalascada;Wapixana;Cantá;RR;13014,7374;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400175.0;Cantá;Total;94,4;100;93,9;88,9;84,5;90,5;96,7;--;95,2;--
Tabalascada;Wapixana;Cantá;RR;13014,7374;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400175.0;Cantá;Urbana;90;100;87,5;81,3;--;81,3;81,8;--;83,3;--
Tabalascada;Wapixana;Cantá;RR;13014,7374;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;RR;1400175.0;Cantá;Rural;96,2;100;96;89,3;84,5;91,4;98,2;--;98;--
Tabocal;Múra;Careiro;AM;906,1516;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1301100.0;Careiro;Total;46,2;45,1;46,8;69,7;73,4;68,5;99,3;100;68,9;--
Tabocal;Múra;Careiro;AM;906,1516;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1301100.0;Careiro;Urbana;48,5;41,9;60;80;78,2;80,3;100;100;81,6;--
Tabocal;Múra;Careiro;AM;906,1516;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1301100.0;Careiro;Rural;44,4;48,7;40,7;65,8;71,4;64,7;99;--;61,8;--
Tadarimana;Boróro ;Rondonópolis;MT;9785;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5107602.0;Rondonópolis;Total;92,4;91,1;93,3;97,2;96,3;98,2;97,7;91,2;98,4;95,8
Tadarimana;Boróro ;Rondonópolis;MT;9785;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5107602.0;Rondonópolis;Urbana;92,4;91;93,5;97,4;96,7;98,2;97,9;91,2;98,4;95,8
Tadarimana;Boróro ;Rondonópolis;MT;9785;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5107602.0;Rondonópolis;Rural;90,5;100;89,5;95,1;91,3;98,9;94,6;--;98,5;--
Taego Ãwa;Ava-Canoeiro;Formoso do Araguaia;TO;28510;Declarada;Tradicionalmente ocupada;;Não;2022;Norte;TO;1708205.0;Formoso do Araguaia;Total;78,6;60;76,7;83,1;87,3;80,6;84,7;93,8;100;91,7
Taego Ãwa;Ava-Canoeiro;Formoso do Araguaia;TO;28510;Declarada;Tradicionalmente ocupada;;Não;2022;Norte;TO;1708205.0;Formoso do Araguaia;Urbana;80;60;78,6;94,1;91,5;95,5;94,6;90,9;100;91,7
Taego Ãwa;Ava-Canoeiro;Formoso do Araguaia;TO;28510;Declarada;Tradicionalmente ocupada;;Não;2022;Norte;TO;1708205.0;Formoso do Araguaia;Rural;50;--;50;70,5;81,3;66,7;74,5;100;--;--
Taihantesu;Wasusu;Nova Lacerda;MT;5362,3344;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MT;5106182.0;Nova Lacerda;Total;93,3;100;90,9;92,7;100;86,4;92,9;--;--;--
Taihantesu;Wasusu;Nova Lacerda;MT;5362,3344;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MT;5106182.0;Nova Lacerda;Urbana;93,3;100;90,9;100;100;100;92,9;--;--;--
Taihantesu;Wasusu;Nova Lacerda;MT;5362,3344;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MT;5106182.0;Nova Lacerda;Rural;--;--;--;80;100;72,7;--;--;--;--
Takuaraty/Yvykuarusu;Guarani Kaiowá;Paranhos;MS;2609,094;Homologada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5006358.0;Paranhos;Total;69,6;100;41,7;66,1;54;80,7;95,3;--;100;87,5
Takuaraty/Yvykuarusu;Guarani Kaiowá;Paranhos;MS;2609,094;Homologada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5006358.0;Paranhos;Urbana;100;100;100;97,6;96,2;100;95,3;--;100;87,5
Takuaraty/Yvykuarusu;Guarani Kaiowá;Paranhos;MS;2609,094;Homologada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5006358.0;Paranhos;Rural;4,5;--;4,5;38,9;23,3;64,4;--;--;--;--
Takuari;Guaraní;Eldorado;SP;2190;Encaminhada RI;Reserva Indígena;;Não;2022;Sudeste;SP;3514809.0;Eldorado;Total;88,4;79,4;93,4;94;100;91,4;90,3;--;76,5;--
Takuari;Guaraní;Eldorado;SP;2190;Encaminhada RI;Reserva Indígena;;Não;2022;Sudeste;SP;3514809.0;Eldorado;Urbana;87,5;86,2;89,5;98,7;100;97,2;96;--;92,9;--
Takuari;Guaraní;Eldorado;SP;2190;Encaminhada RI;Reserva Indígena;;Não;2022;Sudeste;SP;3514809.0;Eldorado;Rural;89,4;40;95,2;90,9;100;89,3;86,5;--;0;--
Takuari;Guaraní;Eldorado;SP;2190;Encaminhada RI;Reserva Indígena;;Não;2022;Centro-Oeste;MS;5003751.0;Eldorado;Total;85,4;86,4;82,8;91,4;87,1;93;98,4;--;--;100
Takuari;Guaraní;Eldorado;SP;2190;Encaminhada RI;Reserva Indígena;;Não;2022;Centro-Oeste;MS;5003751.0;Eldorado;Urbana;92,9;86,4;95,7;97,4;97,1;98,6;98,2;--;--;100
Takuari;Guaraní;Eldorado;SP;2190;Encaminhada RI;Reserva Indígena;;Não;2022;Centro-Oeste;MS;5003751.0;Eldorado;Rural;33,3;--;33,3;59,1;43,8;68,8;100;--;--;--
Tapeba;Tapeba;Caucaia;CE;5294;Declarada;Tradicionalmente ocupada;;Não;2022;Nordeste;CE;2303709.0;Caucaia;Total;88,3;87,7;89,2;91,5;89;93,7;92,6;100;95,2;100
Tapeba;Tapeba;Caucaia;CE;5294;Declarada;Tradicionalmente ocupada;;Não;2022;Nordeste;CE;2303709.0;Caucaia;Urbana;86,8;86,1;87,6;89,9;87,8;92,1;92,9;100;97,3;100
Tapeba;Tapeba;Caucaia;CE;5294;Declarada;Tradicionalmente ocupada;;Não;2022;Nordeste;CE;2303709.0;Caucaia;Rural;92,9;92,2;93,5;95,8;93,4;96,8;89,5;--;87,5;--
Tapyi/Rio Branquinho;Guarani Mbya;Cananéia;SP;1154;Delimitada;Tradicionalmente ocupada;;Não;2022;Sudeste;SP;3509908.0;Cananéia;Total;100;100;100;95,6;100;93,3;100;--;100;--
Tapyi/Rio Branquinho;Guarani Mbya;Cananéia;SP;1154;Delimitada;Tradicionalmente ocupada;;Não;2022;Sudeste;SP;3509908.0;Cananéia;Urbana;100;100;100;100;100;100;100;--;100;--
Tapyi/Rio Branquinho;Guarani Mbya;Cananéia;SP;1154;Delimitada;Tradicionalmente ocupada;;Não;2022;Sudeste;SP;3509908.0;Cananéia;Rural;100;--;100;68,2;--;68,2;100;--;--;--
Taquaperi;Guarani Kaiowá;Coronel Sapucaia;MS;1776,9594;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5003157.0;Coronel Sapucaia;Total;73;75,9;70,6;72,9;70,1;74,6;97,7;--;100;83,3
Taquaperi;Guarani Kaiowá;Coronel Sapucaia;MS;1776,9594;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5003157.0;Coronel Sapucaia;Urbana;80,7;75,9;85,7;92,8;89,6;97,9;97,7;--;100;83,3
Taquaperi;Guarani Kaiowá;Coronel Sapucaia;MS;1776,9594;Regularizada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5003157.0;Coronel Sapucaia;Rural;0;--;0;17,8;20;15,8;--;--;--;--
Taquara;Guarani Kaiowá;Juti;MS;9700;Declarada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5005152.0;Juti;Total;100;100;100;98,4;100;96,8;100;--;--;--
Taquara;Guarani Kaiowá;Juti;MS;9700;Declarada;Tradicionalmente ocupada;;Sim;2022;Centro-Oeste;MS;5005152.0;Juti;Urbana;100;100;100;98,4;100;96,8;100;--;--;--
Taunay/Ipegue;Terena;Aquidauana;MS;6461,3459;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MS;5001102.0;Aquidauana;Total;92,1;94,1;91,3;94,8;93,4;94,6;96,2;100;98,1;96,8
Taunay/Ipegue;Terena;Aquidauana;MS;6461,3459;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MS;5001102.0;Aquidauana;Urbana;96,7;94,1;98,7;96,1;96,1;95,2;97,8;100;98,1;96,8
Taunay/Ipegue;Terena;Aquidauana;MS;6461,3459;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MS;5001102.0;Aquidauana;Rural;71,4;--;71,4;91,1;86,9;92,9;90,8;100;--;--
Taunay/Ipegue;Terena;Aquidauana;MS;33900;Declarada;Tradicionalmente ocupada;Reestudo;Não;2022;Centro-Oeste;MS;5001102.0;Aquidauana;Total;92,1;94,1;91,3;94,8;93,4;94,6;96,2;100;98,1;96,8
Taunay/Ipegue;Terena;Aquidauana;MS;33900;Declarada;Tradicionalmente ocupada;Reestudo;Não;2022;Centro-Oeste;MS;5001102.0;Aquidauana;Urbana;96,7;94,1;98,7;96,1;96,1;95,2;97,8;100;98,1;96,8
Taunay/Ipegue;Terena;Aquidauana;MS;33900;Declarada;Tradicionalmente ocupada;Reestudo;Não;2022;Centro-Oeste;MS;5001102.0;Aquidauana;Rural;71,4;--;71,4;91,1;86,9;92,9;90,8;100;--;--
Tekoa Gwyra Pepo;Guarani Mbya;Tapiraí;SP;330,0609;Regularizada;Reserva Indígena;Principal;Não;2022;Sudeste;MG;3168200.0;Tapiraí;Total;100;100;100;100;100;100;94,1;--;--;--
Tekoa Gwyra Pepo;Guarani Mbya;Tapiraí;SP;330,0609;Regularizada;Reserva Indígena;Principal;Não;2022;Sudeste;MG;3168200.0;Tapiraí;Urbana;100;100;100;100;100;100;94,1;--;--;--
Tekoa Gwyra Pepo;Guarani Mbya;Tapiraí;SP;330,0609;Regularizada;Reserva Indígena;Principal;Não;2022;Sudeste;SP;3553500.0;Tapiraí;Total;45,5;33,3;66,7;88,5;86,7;89,6;85,1;--;--;--
Tekoa Gwyra Pepo;Guarani Mbya;Tapiraí;SP;330,0609;Regularizada;Reserva Indígena;Principal;Não;2022;Sudeste;SP;3553500.0;Tapiraí;Urbana;45,5;33,3;66,7;88,5;86,7;89,6;85,1;--;--;--
Tekoha Jevy (Rio Pequeno);Guaraní;Paraty;RJ;2370;Delimitada;Tradicionalmente ocupada;;Não;2022;Sudeste;RJ;3303807.0;Paraty;Total;74;75;73,8;86,4;72,1;94,2;95,1;--;100;--
Tekoha Jevy (Rio Pequeno);Guaraní;Paraty;RJ;2370;Delimitada;Tradicionalmente ocupada;;Não;2022;Sudeste;RJ;3303807.0;Paraty;Urbana;73;73,9;72,7;85,3;66,4;93,8;95,1;--;100;--
Tekoha Jevy (Rio Pequeno);Guaraní;Paraty;RJ;2370;Delimitada;Tradicionalmente ocupada;;Não;2022;Sudeste;RJ;3303807.0;Paraty;Rural;76,5;83,3;75,9;88,8;80,5;95,3;--;--;100;--
Tembé;Tembé;Tomé-Açu;PA;1075,1881;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1508001.0;Tomé-Açu;Total;68,8;65,3;70,6;77,6;75,6;78,6;100;--;72,4;--
Tembé;Tembé;Tomé-Açu;PA;1075,1881;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1508001.0;Tomé-Açu;Urbana;77,3;74,2;80;87;83,7;89,7;100;--;90;--
Tembé;Tembé;Tomé-Açu;PA;1075,1881;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;PA;1508001.0;Tomé-Açu;Rural;61;50;63,3;70,6;67,4;72;--;--;69,1;--
Tenharim do Igarapé Preto;Tenharim;Novo Aripuanã;AM;87413,1478;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1303304.0;Novo Aripuanã;Total;65,1;53,3;69;71,9;67,9;76,8;100;100;92;--
Tenharim do Igarapé Preto;Tenharim;Novo Aripuanã;AM;87413,1478;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1303304.0;Novo Aripuanã;Urbana;78,8;57,1;94,7;90,6;88,8;92,3;100;100;95,7;--
Tenharim do Igarapé Preto;Tenharim;Novo Aripuanã;AM;87413,1478;Regularizada;Tradicionalmente ocupada;;Não;2022;Norte;AM;1303304.0;Novo Aripuanã;Rural;20;0;20;45,6;26,7;60,3;100;--;50;--
Terena Gleba Iriri;Terena;Matupá;MT;30588,8088;Regularizada;Reserva Indígena;;Não;2022;Centro-Oeste;MT;5105606.0;Matupá;Total;97,3;100;93,9;94,6;91,7;95;90,7;--;93,9;100
Terena Gleba Iriri;Terena;Matupá;MT;30588,8088;Regularizada;Reserva Indígena;;Não;2022;Centro-Oeste;MT;5105606.0;Matupá;Urbana;98,5;100;96,3;94,9;90,8;96,1;94,3;--;100;100
Terena Gleba Iriri;Terena;Matupá;MT;30588,8088;Regularizada;Reserva Indígena;;Não;2022;Centro-Oeste;MT;5105606.0;Matupá;Rural;83,3;--;83,3;93,3;100;91,3;81,8;--;85,7;--
Tereza Cristina;Boróro ;Santo Antônio do Leverger;MT;30060;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5107800.0;Santo Antônio do Leverger;Total;83,6;79,3;86,8;90,9;91,5;90,6;94,1;--;96,7;--
Tereza Cristina;Boróro ;Santo Antônio do Leverger;MT;30060;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5107800.0;Santo Antônio do Leverger;Urbana;81,1;76,2;87,5;98;100;96,3;100;--;100;--
Tereza Cristina;Boróro ;Santo Antônio do Leverger;MT;30060;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5107800.0;Santo Antônio do Leverger;Rural;86,7;87,5;86,4;88,4;85,7;89,3;92,7;--;95,8;--
Tibagy/Mococa;Kaingang;Ortigueira;PR;859,9098;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;PR;4117305.0;Ortigueira;Total;83,7;88,9;75,9;89,1;83,8;90,9;95,7;100;100;100
Tibagy/Mococa;Kaingang;Ortigueira;PR;859,9098;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;PR;4117305.0;Ortigueira;Urbana;86,5;88,9;78,6;95,1;89,3;100;100;100;100;100
Tibagy/Mococa;Kaingang;Ortigueira;PR;859,9098;Regularizada;Tradicionalmente ocupada;;Não;2022;Sul;PR;4117305.0;Ortigueira;Rural;79,4;88,9;73,1;84,2;78,7;84,5;92,9;--;--;--
Tikuna de Santo Antonio;Tikúna;Benjamin Constant;AM;1065,2723;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AM;1300607.0;Benjamin Constant;Total;65;65,7;64,3;79,1;76,1;82;91,4;81,3;97,8;--
Tikuna de Santo Antonio;Tikúna;Benjamin Constant;AM;1065,2723;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AM;1300607.0;Benjamin Constant;Urbana;94,4;94,1;92,3;94,8;94,6;95;100;81,3;97,7;--
Tikuna de Santo Antonio;Tikúna;Benjamin Constant;AM;1065,2723;Regularizada;Tradicionalmente ocupada;;Sim;2022;Norte;AM;1300607.0;Benjamin Constant;Rural;39,7;38,9;40;67,2;59,8;73,8;86;--;100;--
Tirecatinga;Halotesu;Sapezal;MT;130575,1964;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5107875.0;Sapezal;Total;89,8;88,5;92,7;95,6;93;98,1;91,9;--;100;100
Tirecatinga;Halotesu;Sapezal;MT;130575,1964;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5107875.0;Sapezal;Urbana;89,5;88,5;92,1;98,4;98;98;91,9;--;100;100
Tirecatinga;Halotesu;Sapezal;MT;130575,1964;Regularizada;Tradicionalmente ocupada;;Não;2022;Centro-Oeste;MT;5107875.0;Sapezal;Rural;100;--;100;70;62,5;100;--;--;--;--
Toldo Chimbangue;Kaingang;Chapecó;SC;988,6625;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;SC;4204202.0;Chapecó;Total;92,7;92,8;93,3;96;95,8;96,3;95,3;90,2;91,6;100
Toldo Chimbangue;Kaingang;Chapecó;SC;988,6625;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;SC;4204202.0;Chapecó;Urbana;92,1;92,3;92,7;96,8;96,5;96,9;95,4;90,2;95,2;100
Toldo Chimbangue;Kaingang;Chapecó;SC;988,6625;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;SC;4204202.0;Chapecó;Rural;97,9;100;97,2;89,3;88,7;91,3;92,1;--;40;--
Toldo Chimbangue II;Kaingang;Chapecó;SC;954,0708;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;SC;4204202.0;Chapecó;Total;92,7;92,8;93,3;96;95,8;96,3;95,3;90,2;91,6;100
Toldo Chimbangue II;Kaingang;Chapecó;SC;954,0708;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;SC;4204202.0;Chapecó;Urbana;92,1;92,3;92,7;96,8;96,5;96,9;95,4;90,2;95,2;100
Toldo Chimbangue II;Kaingang;Chapecó;SC;954,0708;Regularizada;Tradicionalmente ocupada;;Sim;2022;Sul;SC;4204202.0;Chapecó;Rural;97,9;100;97,2;89,3;88,7;91,3;92,1;--;40;--
Toldo Imbu;Kaingang;Abelardo Luz;SC;1960,6934;Declarada;Tradicionalmente ocupada;;Sim;2022;Sul;SC;4200101.0;Abelardo Luz;Total;94,6;90,4;100;92,6;94,7;90;84,9;--;69,2;--
Toldo Imbu;Kaingang;Abelardo Luz;SC;1960,6934;Declarada;Tradicionalmente ocupada;;Sim;2022;Sul;SC;4200101.0;Abelardo Luz;Urbana;93,4;90,4;100;95,2;98,6;91;78,8;--;100;--
Toldo Imbu;Kaingang;Abelardo Luz;SC;1960,6934;Declarada;Tradicionalmente ocupada;;Sim;2022;Sul;SC;4200101.0;Abelardo Luz;Rural;100;--;100;87,1;87,5;88,4;90;--;50;--
Tremembé da Barra do Mundaú;Tremembé;Itapipoca;CE;3511,4082;Homologada;Tradicionalmente ocupada;;Não;2022;Nordeste;CE;2306405.0;Itapipoca;Total;94;94,4;93,5;95,6;95,6;96,2;94;97,4;88;100
